STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC
T202308220325046m170246,,,,,T202308220325046m170246,51.2690837802145,-17.04613646479283
A202209050325057m161336,,,A202209050325057m161336,,,51.27383926883144,-16.226584324413963
C202210290325116m143843,,,C202210290325116m143843,,,51.29813608705518,-14.645322392190714
T202301210325187m154926,,,T202301210325187m154926,,,51.32805892493764,-15.823945481332354
T202209090325211m152342,,,T202209090325211m152342,,,51.338053880151406,-15.395097943725858
A202312020325245m165856,,,,,A202312020325245m165856,51.35217572370839,-16.982200121651303
A202210290325246m150904,,,A202210290325246m150904,,,51.3523372111053,-15.15099604064832
C202211100325266m161029,,,C202211100325266m161029,,,51.36067338560476,-16.174741077379668
C202211160325309m171024,,,C202211160325309m171024,,,51.3786234457051,-17.173207543710895
T202212190325341m162403,,,T202212190325341m162403,,,51.392009581639535,-16.400843603597185
T202211160325363m161634,,,T202211160325363m161634,,,51.40132797827989,-16.276155425990773
T202210170325500m171121,,,T202210170325500m171121,,,51.45833425970783,-17.189165287702586
T202210290325589m143845,,,T202210290325589m143845,,,51.49552657024686,-14.645701178980032
T202209050326046m164315,,,T202209050326046m164315,,,51.51911944593824,-16.720968958629015
T202209050326076m172137,,,T202209050326076m172137,T202302020326076m172137,T202308220326076m172137,51.53167406746619,-17.360358292251927
A202209050326110m163214,,,A202209050326110m163214,,,51.5459761575221,-16.53712568403802
C202401280326125m152856,,,,,C202401280326125m152856,51.55193924758092,-15.482256659567744
A202301090326128m144215,,,A202301090326128m144215,,,51.553134200655705,-14.704073448708654
A202211040326132m141252,,,A202211040326132m141252,,,51.55481043950229,-14.214505959534243
A202212190326140m143135,,,A202212190326140m143135,,,51.55818429749176,-14.52632724864204
C202401280326166m162054,,,,,C202401280326166m162054,51.56930425933262,-16.348204768060903
C202301180326380m162345,,,C202301180326380m162345,C202302020326380m162346,,51.65836496141007,-16.39598169051314
T202211130326442m165338,,,T202211130326442m165338,,,51.68409238090848,-16.893855361374776
T202210200326520m134934,,,T202210200326520m134934,,,51.71650502644608,-13.826219148033172
C202212190327038m162657,,,C202212190327038m162657,,,51.76594087093989,-16.449280817055257
A202401190327086m155605,,,,,A202401190327086m155605,51.78571503349593,-15.934621303175833
A202210290327090m172250,,,A202210290327090m172250,,,51.78758508927047,-17.38051644330542
T202308220327117m164308,,,,,T202308220327117m164308,51.79887328112674,-16.718926792829087
T202308220327227m155931,,,,,T202308220327227m155931,51.84450368987622,-15.99189483167964
T202210290327309m135843,,,T202210290327309m135843,,,51.87867232607684,-13.978661323060448
A202209050327317m165901,,,A202209050327317m165901,,,51.88202584282645,-16.983586993198376
A202212190327321m160847,,,A202212190327321m160847,,,51.88393486836029,-16.146382813570554
T202209050327406m162903,,,T202209050327406m162903,,,51.91898750565568,-16.484040254520508
C202209120328019m165839,,,C202209120328019m165839,,,52.00811942321587,-16.977551059847137
C202212190328067m172260,,,C202212190328067m172260,,,52.0279538511531,-17.383197971025446
C202312110328117m163109,,,,,C202312110328117m163109,52.04866133510495,-16.519072907160588
A202210200328293m152131,,,A202210200328293m152131,,,52.12190086078653,-15.35852187255527
A202211040328480m150959,,,A202211040328480m150959,,,52.20004321558584,-15.166448861059347
T202210290328484m143045,,,T202210290328484m143045,,,52.20158143242812,-14.51237114204286
T202210170329047m160152,,,T202210170329047m160152,,,52.26961693817122,-16.031104250615133
C202212220329273m161201,,,C202212220329273m161201,,,52.36363907567314,-16.20020315471554
T202302020329273m161202,,,,T202302020329273m161202,,52.36379295879185,-16.200650366836935
C202401040329327m164335,,,,,C202401040329327m164335,52.38641288900008,-16.726367815332488
C202211160329375m172034,,,C202211160329375m172034,,,52.40637483250588,-17.342830832224408
C202310090329385m155515,,,,,C202310090329385m155515,52.41034814390055,-15.92078222420894
A202209120329412m163212,,,A202209120329412m163212,,,52.42160481591671,-16.536662950750543
C202310060329448m143246,,,,,C202310060329448m143246,52.43649309352522,-14.546037047232154
C202301090329535m142319,,,C202301090329535m142319,,,52.472960906879386,-14.388510045674042
A202212190329546m171154,,,A202212190329546m171154,,,52.477419243761176,-17.19843033439875
T202212160330022m163850,,,T202212160330022m163850,,,52.509175142360974,-16.647233343437186
T202209050330025m164956,,,T202209050330025m164956,,,52.510329184315566,-16.832117369856178
C202401010330049m160124,,,,,C202401010330049m160124,52.52049111656126,-16.023328600172743
C202212190330060m140453,,,C202212190330060m140453,,,52.525106277295954,-14.081261280903512
T202308220330092m163506,,,,,T202308220330092m163506,52.53822099057662,-16.5850047629116
C202312110330127m142027,,,,,C202312110330127m142027,52.55288982781392,-14.340952735844866
C202311110330256m162111,,,,,C202311110330256m162111,52.60650002964306,-16.353180846027172
C202210290330279m170326,,,C202210290330279m170326,,,52.61621872470887,-17.057251163473573
A202210170330368m144953,,,A202210170330368m144953,,,52.65335875546408,-14.831302306730578
C202301180331090m164018,,,C202301180331090m164018,,,52.7875530347826,-16.67174719785805
T202312170336151m143315,,,,,T202312170336151m143315,54.06294269466847,-14.554077460044804
A202212130336227m163307,,,A202212130336227m163307,T202302020336227m163306,,54.0944174741086,-16.551807204498047
A202401010336469m142053,,,,,A202401010336469m142053,54.19546251487727,-14.348063661447677
T202210290336545m162452,,,T202210290336545m162452,,,54.22690129850703,-16.414336626903243
C202212190337038m150217,,,C202212190337038m150217,,,54.266006591531344,-15.038137552777894
T202211250337278m171207,,,T202211250337278m171207,,,54.36566713351432,-17.201939144054073
T202209090337360m142259,,,T202209090337360m142259,,,54.39988322241753,-14.383133157036662
T202302020337388m143152,,,,T202302020337388m143152,,54.4114659365903,-14.53124128372913
T202209090337519m145834,,,T202209090337519m145834,,,54.46644056211293,-14.976062769142688
T202302080337528m141850,,,,T202302080337528m141850,,54.46996551996851,-14.313855408740336
C202311050338148m150056,,,,,C202311050338148m150056,54.56184300476003,-15.01551089634268
C202302020338164m160947,,,,C202302020338164m160947,,54.5683797736785,-16.163148158657798
A202211220338218m150846,,,A202211220338218m150846,,,54.590632502735424,-15.14599451065289
C202209090338301m142129,,,C202209090338301m142129,,,54.62533662143321,-14.358165469850082
C202302020338302m143431,,,,C202302020338302m143431,,54.62596767244238,-14.575366018421672
C202312110338338m161210,,,,,C202312110338338m161210,54.64082129706176,-16.202750068969564
T202210170338367m145725,,,T202210170338367m145725,,,54.65303447360098,-14.956880193329289
T202211160338380m162712,,,T202211160338380m162712,,,54.658317313525,-16.453377963329668
T202212130338448m152316,,,T202212130338448m152316,,,54.68666608953314,-15.387748697502929
C202312110338461m134244,,,,,C202312110338461m134244,54.69227663460891,-13.712214045370654
A202310060338476m134208,,,,,A202310060338476m134208,54.69813876630253,-13.702188148459577
T202209120338511m150401,,,T202209120338511m150401,,,54.71279836285586,-15.066944299500156
A202209050338588m163341,,,A202209050338588m163341,,,54.74499447455637,-16.561341391247858
T202312020339008m163509,,,,,T202312020339008m163509,54.75341140033948,-16.585791486200453
C202310060339032m151328,,,,,C202310060339032m151328,54.76327318982389,-15.22455594546764
A202212190339088m160213,,,A202212190339088m160213,,,54.78660345160554,-16.037043186062263
T202209050339095m170845,,,T202209050339095m170845,,,54.78977138028328,-17.145906524388838
T202302020339140m173601,,,,T202302020339140m173601,,54.808153090349855,-17.600319504106313
T202210170339295m163339,,,T202210170339295m163339,,,54.87277341571644,-16.560954171300345
T202308220339421m163535,,,,,T202308220339421m163535,54.92522929975057,-16.593166111199913
T202211100339432m143005,,,T202211100339432m143005,,,54.930027441902,-14.501315737735222
C202312020339518m140022,,,,,C202312020339518m140022,54.96569626484132,-14.006151224922457
T202301180339532m154934,,,T202301180339532m154934,T202302020339532m154934,,54.97184106500912,-15.8260255907616
T202212130339540m172324,,,T202212130339540m172324,,,54.97518169306912,-17.39012686162275
C202312290339555m150257,,,,,C202312290339555m150257,54.98128017026707,-15.049198815303656
A202209050340040m171255,,,A202209050340040m171255,,,55.01683373768653,-17.215309375901665
C202312110340112m152257,,,,,C202312110340112m152257,55.04651724923154,-15.382546357591083
T202311140340376m143947,,,,,T202311140340376m143947,55.15666688634562,-14.663164438321187
T202312020340401m140408,,,,,T202312020340401m140408,55.1670881472028,-14.068912988641143
C202401040340525m151841,,,,,C202401040340525m151841,55.21874980287993,-15.311382053600065
T202301180340582m171100,,,T202301180340582m171100,T202302020340582m171100,,55.24245015774886,-17.18343810599117
C202308250341089m141236,,,,,C202308250341089m141236,55.28725515190496,-14.209904344731465
T202401040341141m142745,,,,,T202401040341141m142745,55.30854453037417,-14.462525852128309
A202212190341144m135901,,,A202212190341144m135901,,,55.30985069603034,-13.983531206503123
T202311050341147m162327,,,,,T202311050341147m162327,55.31145032040936,-16.390741508417488
A202211160341168m142903,,,A202211160341168m142903,,,55.32019407349646,-14.484260280466785
C202310150341208m143524,,,,,C202310150341208m143524,55.33679251318647,-14.589928435640294
T202212280341279m141809,,,T202212280341279m141809,,,55.36610558775493,-14.302537202377474
T202212250341281m141806,,,T202212250341281m141806,,,55.36728468830668,-14.301682275216264
A202210170341433m141517,,,A202210170341433m141517,,,55.43047452349504,-14.25478572107084
C202308250341464m152339,,,,,C202308250341464m152339,55.44316285451281,-15.394139338973256
C202210260341514m142429,,,C202210260341514m142429,,,55.46407694619128,-14.40798560925538
C202310060341539m173409,,,,,C202310060341539m173409,55.47451218657239,-17.569063378882298
C202211160342111m135243,,,C202211160342111m135243,,,55.5461886088321,-13.878724450059952
T202311050342128m170137,,,,,T202311050342128m170137,55.55328116178207,-17.026983807838082
C202211220342134m165126,,,C202211220342134m165126,,,55.55567461100966,-16.857242675626367
T202311050342195m171321,,,,,T202311050342195m171321,55.58106660224434,-17.222461214258423
A202212190342297m145429,,,A202212190342297m145429,,,55.62372420966895,-14.908094714225646
C202301060342357m152243,,,C202301060342357m152243,,,55.648858023183095,-15.378694850269763
C202401280342371m143235,,,,,C202401280342371m143235,55.65462198288952,-14.543042043137538
T202401220342404m142714,,,,,T202401220342404m142714,55.66832420065844,-14.453826919086405
T202210290342457m162341,,,T202210290342457m162341,,,55.69028901813919,-16.39485603417296
A202211160342472m153036,,,A202211160342472m153036,,,55.69646140091776,-15.510075342062908
C202212190343016m164040,,,C202212190343016m164040,,,55.756597159739925,-16.677797479250987
T202310060343156m152211,,,,,T202310060343156m152211,55.81484047996634,-15.36971710580014
T202210290343178m145114,,,T202210290343178m145114,,,55.82410206377867,-14.853894309133969
C202301210343234m153205,,,C202301210343234m153205,,,55.84735644831628,-15.53462186862834
T202209090343268m142302,,,T202209090343268m142302,,,55.86165485436499,-14.383992903480529
C202212250343302m145229,,,C202212250343302m145229,,,55.87600832748197,-14.874599462871576
A202212190343336m142158,,,A202212190343336m142158,,,55.889919031902345,-14.366172666198812
T202211160343489m150412,,,T202211160343489m150412,,,55.9535451690758,-15.070004167840516
C202312020344272m154316,,,,,C202312020344272m154316,56.11319256373957,-15.721191319509664
T202308220344296m145912,,,,,T202308220344296m145912,56.1231903616661,-14.986679137155823
A202211160345118m144235,,,A202211160345118m144235,,,56.299141635734536,-14.70975863629644
C202302020345214m144954,,,,C202302020345214m144954,,56.33902003842663,-14.831589106995208
C202212250345409m144242,,,C202212250345409m144242,,,56.42042246216893,-14.7115340808964
T202308220345444m161825,,,,,T202308220345444m161825,56.43488904339952,-16.306863002064304
A202210100345571m151522,,,A202210100345571m151522,,,56.487807493378256,-15.255994023196472
A202212220346190m162359,,,A202212220346190m162359,,,56.57904448761357,-16.399647754815074
C202212160346205m153912,,,C202212160346205m153912,,,56.58531224081265,-15.653421818134612
T202312020346222m150125,,,,,T202312020346222m150125,56.59245208017053,-15.023583650463262
T202211040346272m155406,,,T202211040346272m155406,,,56.613193012672426,-15.901687246810534
T202301180346434m155924,,,T202301180346434m155924,,,56.68075631201191,-15.98989115656842
A202311050346440m153503,,,,,A202311050346440m153503,56.68348084273244,-15.584180700003593
T202310150346526m161711,,,,,T202310150346526m161711,56.71923455788768,-16.286478220641428
T202302020347044m161257,,,,T202302020347044m161257,,56.76852062967181,-16.21591722970863
C202212130347209m160409,,,C202212130347209m160409,,,56.83711539240735,-16.069117319293316
T202210260347253m155435,,,T202210260347253m155435,,,56.85527205170136,-15.909678595379315
C202212190347356m152432,,,C202212190347356m152432,,,56.89844445755403,-15.409014081062686
C202312110347575m155855,,,,,C202312110347575m155855,56.98958456460786,-15.98186375184517
A202302020348006m163310,,,,A202302020348006m163310,,57.00255664802911,-16.552706687074206
C202210100348066m163306,,,C202210100348066m163306,,,57.02745395703114,-16.551597646353454
T202301240348184m152341,,,T202301240348184m152341,T202302020348184m152340,,57.07652005840359,-15.394582870862724
C202312110348336m161752,,,,,C202312110348336m161752,57.14015814338746,-16.297790912413678
C202212280349025m145944,,,C202212280349025m145944,,,57.26045585680386,-14.995573727607566
C202310060349100m161333,,,,,C202310060349100m161333,57.29163407908064,-16.22574653607117
C202308250349253m153557,,,,,C202308250349253m153557,57.3553618341096,-15.599083020533609
C202311050349356m152913,,,,,C202311050349356m152913,57.39831791676311,-15.486978447500418
C202210060349568m152123,,,C202210060349568m152123,,,57.48679309839086,-15.356516229684608
A202210060349588m152760,,,A202210060349588m152760,,,57.49504007613034,-15.46662239250974
C202212190350116m155922,,,C202212190350116m155922,,,57.548446556248514,-15.989399009766188
T202210060350237m154301,,,T202210060350237m154301,,,57.59876476325465,-15.71695590952826
